Timestamp,Device ID,Device Type,Power Consumption (W),Room Location,Temperature (°C),Humidity (%),Usage Duration (minutes),Energy Cost ($),On/Off Status
2024-04-19 22:22:00,D-1989,Smart Bulb,9.46,Living Room,21.99,41.17,43,0.81,On
2024-07-09 23:57:00,D-7596,Ceiling Fan,90.65,Garage,28.5,34.44,176,31.91,On
2024-05-08 07:37:00,D-5010,Ceiling Fan,92.53,Living Room,29.88,61.15,167,30.91,On
2024-09-16 04:32:00,D-3536,Smart Bulb,10.85,Kitchen,23.87,48.62,43,0.93,Off
2024-07-05 17:52:00,D-1620,Heater,2253.98,Bathroom,20.3,35.14,81,365.14,On
2024-11-30 11:36:00,D-7989,Washing Machine,276.18,Garage,25.44,47.62,3,1.66,On
2024-09-29 00:12:00,D-8877,Washing Machine,591.93,Office,26.49,58.62,74,87.61,On
2024-08-24 15:47:00,D-1544,Smart Plug,2.51,Garage,20.51,69.13,74,0.37,Off
2024-11-25 06:05:00,D-2943,Washing Machine,371.87,Kitchen,16.32,63.72,83,61.73,On
2024-02-20 12:19:00,D-5641,Refrigerator,215.5,Kitchen,19.35,78.45,172,74.13,On
2024-06-16 09:29:00,D-5460,TV,148.59,Office,27.01,56.36,11,3.27,On
2024-12-21 04:59:00,D-3034,Ceiling Fan,111.1,Living Room,18.43,36.95,24,5.33,Off
2024-08-23 18:49:00,D-5019,Smart Plug,6.36,Bathroom,18.3,71.1,44,0.56,Off
2024-11-07 22:27:00,D-3050,Laptop Charger,69.08,Bathroom,16.43,75.41,16,2.21,On
2024-12-10 10:34:00,D-6417,TV,85.69,Garage,15.52,69.91,145,24.85,On
2024-10-27 03:13:00,D-8881,Washing Machine,508.34,Living Room,25.23,48.64,158,160.64,On
2024-04-21 02:06:00,D-6802,Air Conditioner,940.86,Garage,21.83,36.7,124,233.33,On
2024-08-08 19:17:00,D-4062,TV,148.44,Bedroom,19.22,73.67,77,22.86,On
2024-02-10 03:24:00,D-3854,Laptop Charger,68.34,Living Room,23.35,67.8,25,3.42,Off
2024-01-10 05:01:00,D-9221,Ceiling Fan,102.84,Office,19.08,73.04,77,15.84,Off
2024-06-21 00:43:00,D-2778,Ceiling Fan,105.84,Bathroom,20.61,52.0,109,23.07,Off
2024-10-21 10:08:00,D-8418,TV,91.1,Bedroom,24.1,66.07,27,4.92,Off
2024-10-05 22:59:00,D-8326,Smart Bulb,13.86,Garage,26.68,54.73,59,1.64,On
2024-05-31 04:11:00,D-6224,Ceiling Fan,56.54,Living Room,27.88,58.01,90,10.18,Off
2024-08-15 06:14:00,D-6269,Smart Bulb,7.75,Bathroom,22.37,58.73,145,2.25,On
2024-07-08 14:09:00,D-4109,Smart Bulb,12.13,Garage,27.2,47.29,154,3.74,On
2024-11-20 05:03:00,D-7863,Smart Bulb,10.72,Office,15.73,46.37,101,2.17,On
2024-08-22 11:35:00,D-3642,Air Conditioner,888.56,Living Room,24.06,78.31,151,268.35,On
2024-03-22 06:28:00,D-4585,Smart Bulb,7.61,Living Room,20.17,44.96,160,2.44,On
2024-08-24 19:04:00,D-6341,Heater,2186.68,Kitchen,28.17,70.55,74,323.63,Off
2024-08-18 09:46:00,D-2408,Laptop Charger,47.44,Office,15.34,31.44,92,8.73,On
2024-05-13 10:34:00,D-5801,Heater,2883.29,Kitchen,23.36,40.73,95,547.83,Off
2024-08-01 10:05:00,D-2526,Microwave,1225.53,Office,22.9,30.88,39,95.59,On
2024-08-04 00:47:00,D-8675,Microwave,1364.82,Bedroom,26.34,43.97,13,35.49,On
2024-12-23 03:40:00,D-4047,Heater,2034.68,Garage,27.62,39.99,170,691.79,On
2024-10-01 11:41:00,D-9439,Refrigerator,222.28,Bedroom,28.6,72.79,74,32.9,On
2024-07-23 19:56:00,D-5511,TV,133.8,Garage,27.12,48.45,61,16.32,On
2024-02-07 03:15:00,D-9814,Heater,2952.42,Bathroom,26.32,58.17,158,932.96,Off
2024-02-03 18:37:00,D-3842,Heater,2179.99,Living Room,27.22,43.72,170,741.2,On
2024-10-07 15:40:00,D-6196,Heater,1996.8,Living Room,16.96,45.51,144,575.08,On
2024-12-17 02:19:00,D-2343,Ceiling Fan,39.88,Kitchen,25.98,74.77,118,9.41,On
2024-11-20 06:02:00,D-7980,Ceiling Fan,73.12,Living Room,29.84,75.88,103,15.06,On
2024-06-01 01:22:00,D-2958,Washing Machine,688.24,Garage,27.46,76.74,125,172.06,On
2024-10-03 01:38:00,D-6502,TV,58.12,Garage,19.25,34.91,159,18.48,Off
2024-12-13 12:43:00,D-7655,Smart Bulb,6.13,Office,18.67,76.85,79,0.97,On
2024-05-21 19:59:00,D-9355,Washing Machine,550.31,Office,19.78,56.48,173,190.41,On
2024-02-14 11:45:00,D-1535,Heater,1073.92,Bedroom,22.92,77.15,87,186.86,On
2024-11-02 05:47:00,D-2971,Smart Plug,6.13,Bedroom,28.93,63.37,98,1.2,On
2024-01-14 21:52:00,D-6124,Laptop Charger,79.45,Bathroom,17.77,37.89,146,23.2,On
2024-08-18 12:52:00,D-1026,Heater,2855.35,Bedroom,16.95,38.84,72,411.17,Off
2024-11-01 02:43:00,D-2086,Ceiling Fan,72.4,Bathroom,22.37,79.98,173,25.05,On
2024-08-07 04:37:00,D-5467,TV,100.59,Kitchen,28.65,78.82,95,19.11,On
2024-03-18 02:11:00,D-5802,Smart Plug,5.22,Kitchen,22.42,53.63,133,1.39,On
2024-06-15 13:08:00,D-6632,Smart Bulb,5.11,Office,20.04,63.74,5,0.05,On
2024-04-23 05:42:00,D-6566,Microwave,1183.29,Office,19.42,76.69,137,324.22,On
2024-03-06 02:41:00,D-1104,TV,124.22,Office,19.9,49.84,114,28.32,Off
2024-07-29 22:47:00,D-1689,Smart Plug,4.13,Garage,21.79,68.6,163,1.35,Off
2024-02-06 08:18:00,D-7085,Air Conditioner,1170.64,Bathroom,15.59,69.91,78,182.62,Off
2024-05-26 02:49:00,D-1780,TV,59.51,Bathroom,26.02,33.2,24,2.86,On
2024-03-11 09:07:00,D-8569,TV,107.05,Bedroom,19.85,64.4,99,21.2,On
2024-09-02 13:01:00,D-7664,Laptop Charger,52.78,Garage,18.94,59.0,22,2.32,Off
2024-02-25 23:52:00,D-4470,Laptop Charger,38.42,Living Room,29.47,71.8,112,8.61,Off
2024-08-25 20:55:00,D-1446,TV,81.36,Bedroom,18.86,55.44,21,3.42,On
2024-10-27 18:13:00,D-2140,Smart Bulb,7.83,Living Room,25.5,68.55,12,0.19,On
2024-02-06 05:35:00,D-5735,Ceiling Fan,52.93,Bedroom,27.25,40.45,96,10.16,Off
2024-04-30 18:15:00,D-5270,Washing Machine,480.44,Living Room,16.85,42.28,115,110.5,On
2024-02-23 23:00:00,D-4380,Heater,1588.04,Bathroom,27.31,36.8,80,254.09,On
2024-12-05 09:14:00,D-9056,Heater,1372.24,Kitchen,17.65,76.83,56,153.69,Off
2024-06-27 21:28:00,D-3970,Heater,1161.24,Bedroom,16.25,77.21,40,92.9,Off
2024-10-24 15:19:00,D-9803,Smart Bulb,9.86,Office,21.61,77.11,75,1.48,On
2024-11-03 05:36:00,D-5372,Heater,1578.53,Office,26.04,38.19,62,195.74,On
2024-11-08 20:27:00,D-3422,Smart Plug,4.4,Garage,16.51,57.72,175,1.54,On
2024-05-04 01:12:00,D-6390,Laptop Charger,61.4,Living Room,26.08,66.75,43,5.28,Off
2024-02-27 11:13:00,D-8227,Air Conditioner,2033.22,Kitchen,27.61,46.46,84,341.58,On
2024-01-07 22:55:00,D-2041,Smart Bulb,8.9,Kitchen,28.03,64.71,141,2.51,On
2024-05-27 07:09:00,D-3564,Refrigerator,179.27,Bathroom,17.42,50.72,29,10.4,On
2024-10-11 17:38:00,D-6587,Heater,2706.85,Bedroom,25.57,67.9,56,303.17,Off
2024-10-22 23:48:00,D-1249,Microwave,1103.04,Bathroom,29.39,69.9,128,282.38,On
2024-05-10 08:49:00,D-1073,Ceiling Fan,53.98,Office,15.51,45.63,71,7.67,On
2024-01-14 22:23:00,D-9089,Air Conditioner,1953.4,Living Room,24.05,40.49,116,453.19,Off
2024-05-15 17:03:00,D-4045,Laptop Charger,83.72,Office,25.22,63.31,121,20.26,On
2024-01-16 08:04:00,D-3794,Heater,2241.61,Office,26.19,31.32,117,524.54,Off
2024-08-02 09:32:00,D-4974,Refrigerator,160.75,Garage,15.01,47.57,82,26.36,On
2024-08-08 20:21:00,D-4769,Washing Machine,659.03,Kitchen,29.9,67.82,31,40.86,Off
2024-03-22 10:50:00,D-1348,TV,53.55,Bedroom,28.45,38.12,11,1.18,Off
2024-11-04 22:36:00,D-9821,TV,92.18,Garage,26.4,71.88,30,5.53,On
2024-03-29 17:04:00,D-7768,Smart Bulb,6.48,Bedroom,20.49,39.73,105,1.36,On
2024-11-20 09:55:00,D-1158,Smart Plug,5.5,Bathroom,15.02,41.71,143,1.57,On
2024-07-01 07:47:00,D-2690,Air Conditioner,1086.18,Living Room,21.9,51.71,113,245.48,On
2024-10-19 11:04:00,D-9116,Laptop Charger,82.81,Office,21.28,30.6,25,4.14,On
2024-08-13 03:38:00,D-1592,Heater,1327.07,Garage,29.43,43.71,5,13.27,On
2024-03-25 12:24:00,D-1461,Microwave,1009.42,Bedroom,25.53,40.06,17,34.32,On
2024-04-20 15:17:00,D-3173,Microwave,1059.61,Garage,18.62,40.34,170,360.27,On
2024-03-08 01:01:00,D-9511,Microwave,862.23,Living Room,28.28,43.31,95,163.82,Off
2024-05-21 17:46:00,D-6635,Refrigerator,136.75,Garage,25.2,61.85,40,10.94,On
2024-01-21 05:52:00,D-6759,Washing Machine,382.18,Office,23.8,37.79,58,44.33,On
2024-12-27 04:28:00,D-9240,Ceiling Fan,94.45,Office,21.07,43.79,34,6.42,Off
2024-09-19 03:21:00,D-3023,Smart Plug,6.49,Office,21.38,63.58,147,1.91,On
2024-01-03 09:54:00,D-4260,Air Conditioner,1227.88,Office,17.63,72.39,70,171.9,On
2024-05-22 04:29:00,D-8323,Smart Bulb,14.73,Kitchen,24.8,40.53,40,1.18,On
2024-07-22 17:26:00,D-3383,Air Conditioner,1147.58,Garage,24.04,79.91,148,339.68,Off
2024-10-23 12:33:00,D-3272,Air Conditioner,920.92,Kitchen,16.36,50.37,160,294.69,On
2024-08-24 18:00:00,D-3263,Heater,2066.06,Bathroom,21.74,37.48,45,185.95,On
2024-09-16 17:00:00,D-2882,Smart Bulb,6.18,Office,24.11,43.01,112,1.38,On
2024-03-20 23:14:00,D-3592,Air Conditioner,879.01,Bathroom,26.15,40.72,34,59.77,On
2024-04-12 21:19:00,D-9497,Microwave,729.68,Garage,26.38,39.84,118,172.2,Off
2024-02-05 07:17:00,D-8531,TV,88.43,Garage,17.2,69.59,97,17.16,Off
2024-07-26 06:03:00,D-5852,TV,82.95,Bedroom,23.14,79.1,7,1.16,Off
2024-10-20 23:28:00,D-6508,Laptop Charger,35.09,Bathroom,21.63,62.1,83,5.82,On
2024-05-13 02:04:00,D-3195,Microwave,1623.5,Bedroom,26.25,63.78,167,542.25,On
2024-02-22 02:38:00,D-6413,Ceiling Fan,39.51,Bathroom,19.67,57.02,134,10.59,On
2024-08-04 21:53:00,D-3109,Microwave,1447.39,Bathroom,22.14,53.34,116,335.79,Off
2024-11-03 17:00:00,D-7562,Refrigerator,135.9,Bathroom,18.46,32.42,93,25.28,On
2024-09-17 09:44:00,D-3278,Air Conditioner,758.05,Bedroom,21.36,62.77,157,238.03,Off
2024-03-12 09:53:00,D-3815,Ceiling Fan,44.28,Kitchen,29.47,55.18,6,0.53,On
2024-12-19 14:02:00,D-9602,Heater,2072.76,Kitchen,29.46,30.82,54,223.86,On
2024-08-31 14:02:00,D-1677,Heater,1088.35,Bedroom,24.19,37.48,43,93.6,Off
2024-07-19 06:53:00,D-5734,Ceiling Fan,49.49,Kitchen,21.43,33.43,123,12.17,On
2024-09-13 10:37:00,D-7315,Microwave,660.15,Bathroom,15.03,41.86,101,133.35,On
2024-05-06 00:00:00,D-7092,Refrigerator,107.45,Living Room,16.87,69.86,44,9.46,On
2024-12-29 21:42:00,D-3883,Refrigerator,169.7,Bathroom,15.12,45.27,54,18.33,Off
2024-07-03 14:52:00,D-2495,Refrigerator,109.21,Kitchen,20.23,60.53,76,16.6,On
2024-09-10 15:30:00,D-4525,Smart Plug,6.98,Office,18.74,46.75,14,0.2,Off
2024-11-27 06:49:00,D-8335,Ceiling Fan,88.06,Office,17.86,70.83,131,23.07,On
2024-06-08 05:32:00,D-9935,TV,58.96,Bedroom,20.81,47.42,145,17.1,On
2024-03-14 09:27:00,D-6171,Air Conditioner,1705.01,Kitchen,26.4,31.42,42,143.22,On
2024-09-25 18:32:00,D-8856,Smart Plug,6.62,Office,22.43,77.93,94,1.24,On
2024-11-22 00:16:00,D-2321,Microwave,970.07,Office,26.0,45.49,5,9.7,Off
2024-06-29 02:37:00,D-4124,Washing Machine,498.79,Office,18.6,41.22,104,103.75,On
2024-03-04 02:05:00,D-1859,Washing Machine,643.66,Garage,28.29,64.36,97,124.87,Off
2024-09-30 18:09:00,D-2964,Microwave,777.3,Bathroom,28.86,73.18,3,4.66,On
2024-03-13 01:58:00,D-8701,TV,147.61,Living Room,19.15,53.56,36,10.63,On
2024-11-19 05:43:00,D-8221,Ceiling Fan,67.24,Bedroom,28.6,74.92,98,13.18,On
2024-01-04 04:10:00,D-3083,Refrigerator,293.64,Bathroom,26.5,60.01,13,7.63,Off
2024-05-11 22:30:00,D-9096,Smart Plug,4.54,Bedroom,20.9,52.0,16,0.15,On
2024-10-13 12:59:00,D-9766,Ceiling Fan,71.62,Garage,29.7,33.34,26,3.72,On
2024-02-22 07:02:00,D-9666,Smart Bulb,14.98,Kitchen,29.34,41.57,75,2.25,Off
2024-03-23 00:08:00,D-1158,Ceiling Fan,99.08,Bathroom,22.96,60.46,147,29.13,Off
2024-08-29 14:05:00,D-1275,Laptop Charger,34.95,Garage,24.96,44.8,167,11.67,On
2024-08-21 05:52:00,D-4251,Smart Plug,5.16,Bathroom,21.49,31.61,105,1.08,On
2024-09-25 03:12:00,D-8396,Washing Machine,411.26,Office,19.37,51.32,51,41.95,On
2024-01-27 06:53:00,D-3594,Laptop Charger,78.11,Bathroom,17.85,61.33,164,25.62,Off
2024-12-27 09:42:00,D-8644,Heater,2077.07,Kitchen,18.96,53.46,99,411.26,Off
2024-06-08 09:06:00,D-7673,Laptop Charger,34.44,Bedroom,21.35,57.38,117,8.06,On
2024-10-22 09:55:00,D-1507,TV,110.76,Garage,18.84,76.81,13,2.88,On
2024-10-11 00:18:00,D-6061,Heater,2722.57,Bathroom,28.07,50.18,86,468.28,Off
2024-08-27 07:24:00,D-7702,Heater,1912.13,Bathroom,23.59,58.74,76,290.64,On
2024-12-17 20:51:00,D-7742,Smart Bulb,5.48,Garage,15.71,66.18,13,0.14,On
2024-08-01 20:17:00,D-2777,Ceiling Fan,106.33,Garage,20.67,77.44,162,34.45,Off
2024-02-19 01:51:00,D-8948,Smart Bulb,14.98,Garage,15.25,74.17,158,4.73,Off
2024-03-04 14:42:00,D-7873,Microwave,1535.98,Bathroom,26.21,44.81,9,27.65,Off
2024-11-29 08:26:00,D-8701,Refrigerator,268.71,Office,18.36,35.49,123,66.1,On
2024-09-15 17:37:00,D-9447,Smart Plug,6.29,Office,18.05,54.56,161,2.03,On
2024-01-01 13:45:00,D-6647,Laptop Charger,33.78,Bedroom,20.68,64.66,22,1.49,On
2024-04-24 14:47:00,D-2237,Smart Bulb,10.12,Bedroom,27.38,74.57,23,0.47,On
2024-05-26 05:10:00,D-1119,Ceiling Fan,49.26,Garage,20.12,40.92,100,9.85,On
2024-03-15 05:29:00,D-6378,Smart Plug,5.14,Garage,20.85,71.23,79,0.81,On
2024-09-22 13:26:00,D-8307,Laptop Charger,38.11,Office,15.96,40.0,164,12.5,On
2024-11-11 18:03:00,D-7168,TV,141.24,Living Room,21.48,58.63,102,28.81,On
2024-05-24 22:33:00,D-6639,Refrigerator,189.61,Garage,29.68,47.69,111,42.09,On
2024-10-17 06:17:00,D-5438,Laptop Charger,33.4,Kitchen,17.2,67.03,116,7.75,Off
2024-12-08 03:49:00,D-3368,Air Conditioner,1409.0,Garage,28.96,50.8,33,92.99,On
2024-02-08 10:58:00,D-3588,Ceiling Fan,44.21,Garage,23.02,50.78,48,4.24,On
2024-04-07 04:14:00,D-2249,Smart Bulb,10.11,Bathroom,17.52,51.36,23,0.47,On
2024-07-15 19:27:00,D-2466,Smart Plug,5.42,Kitchen,19.9,72.64,56,0.61,On
2024-07-29 11:18:00,D-7025,Laptop Charger,66.77,Bathroom,19.21,60.25,178,23.77,Off
2024-07-06 16:06:00,D-4844,Heater,2481.03,Bedroom,15.86,36.24,178,883.25,On
2024-06-27 01:58:00,D-8179,TV,77.65,Office,21.19,38.45,85,13.2,Off
2024-02-18 13:42:00,D-4364,Washing Machine,559.31,Bathroom,20.1,49.36,105,117.46,On
2024-02-28 14:00:00,D-2782,Smart Bulb,6.68,Office,22.72,40.86,63,0.84,On
2024-10-24 06:22:00,D-8793,Air Conditioner,2154.35,Office,19.05,34.71,86,370.55,On
2024-05-23 14:16:00,D-9475,Air Conditioner,1004.73,Living Room,17.5,38.65,95,190.9,Off
2024-07-02 12:38:00,D-2639,Microwave,1654.63,Kitchen,20.36,64.51,63,208.48,On
2024-01-06 00:49:00,D-4796,Refrigerator,158.2,Living Room,26.93,30.82,132,41.76,On
2024-05-25 16:55:00,D-1951,Microwave,1619.62,Office,26.73,65.45,127,411.38,On
2024-04-22 12:22:00,D-4216,Heater,2479.22,Garage,25.97,43.63,93,461.13,Off
2024-04-01 22:49:00,D-5473,Smart Plug,6.98,Living Room,21.35,44.7,164,2.29,On
2024-08-10 23:12:00,D-6637,Ceiling Fan,55.47,Kitchen,26.26,52.36,96,10.65,On
2024-04-16 05:51:00,D-3129,Smart Bulb,5.77,Garage,29.01,65.13,129,1.49,On
2024-12-24 06:45:00,D-9754,Air Conditioner,1015.25,Bedroom,22.48,65.12,124,251.78,Off
2024-02-18 00:11:00,D-1854,Laptop Charger,70.61,Living Room,16.45,74.73,175,24.71,On
2024-07-11 18:00:00,D-9429,Microwave,1284.71,Kitchen,27.72,78.73,116,298.05,Off
2024-02-09 09:33:00,D-7423,Air Conditioner,1896.64,Office,24.15,31.9,178,675.2,On
2024-05-10 03:57:00,D-4406,Heater,1012.09,Bedroom,15.63,63.67,43,87.04,On
2024-11-10 16:12:00,D-1948,Microwave,868.86,Bedroom,20.87,48.51,69,119.9,Off
2024-02-20 14:18:00,D-4271,Microwave,934.13,Kitchen,25.56,78.03,168,313.87,Off
2024-10-01 14:14:00,D-1754,Washing Machine,490.37,Garage,21.0,66.09,140,137.3,On
2024-01-16 19:43:00,D-8007,Washing Machine,445.06,Bedroom,21.32,44.03,92,81.89,Off
2024-06-09 09:56:00,D-6982,Smart Plug,4.19,Bathroom,26.61,44.82,72,0.6,On
2024-02-07 02:45:00,D-5308,Smart Bulb,8.08,Garage,15.29,41.33,174,2.81,On
2024-07-14 16:13:00,D-2161,Washing Machine,394.96,Bathroom,19.05,63.19,18,14.22,On
2024-05-10 05:42:00,D-8483,Smart Plug,4.22,Garage,29.96,59.43,30,0.25,Off
2024-12-28 19:39:00,D-1215,Microwave,1143.02,Garage,18.88,69.03,51,116.59,On
2024-03-15 18:04:00,D-7380,Smart Plug,6.36,Office,15.81,56.04,18,0.23,On
2024-09-20 17:25:00,D-3448,Laptop Charger,77.63,Living Room,28.98,75.15,77,11.96,Off
2024-11-02 21:36:00,D-8735,Smart Plug,5.58,Kitchen,24.4,70.07,20,0.22,On
2024-11-11 13:14:00,D-7857,Heater,1340.51,Office,25.93,57.66,166,445.05,On
2024-02-04 06:28:00,D-4988,Laptop Charger,53.13,Office,27.75,41.64,57,6.06,On
2024-07-05 12:54:00,D-5761,TV,121.56,Kitchen,17.7,51.24,43,10.45,Off
2024-01-29 04:04:00,D-9591,Refrigerator,165.54,Bathroom,18.49,66.82,91,30.13,On
2024-12-07 21:51:00,D-4481,Smart Plug,2.63,Bathroom,25.53,56.94,63,0.33,On
2024-10-15 02:38:00,D-1410,Smart Bulb,11.43,Kitchen,22.09,52.16,56,1.28,On
2024-10-26 10:41:00,D-1312,Heater,1670.89,Garage,25.84,59.87,157,524.66,On
2024-02-02 23:02:00,D-6384,Air Conditioner,1590.77,Bedroom,18.61,46.2,55,174.98,On
2024-10-30 20:23:00,D-9362,Refrigerator,147.06,Living Room,26.88,52.42,142,41.77,On
2024-12-26 14:05:00,D-8642,Laptop Charger,66.47,Living Room,15.93,61.49,160,21.27,Off
2024-06-06 00:12:00,D-6471,Smart Plug,4.15,Kitchen,21.12,39.68,139,1.15,On
2024-07-22 16:21:00,D-2820,Refrigerator,186.79,Office,20.44,63.19,5,1.87,On
2024-09-05 12:52:00,D-6233,Washing Machine,305.47,Garage,29.64,47.48,150,91.64,On
2024-07-02 10:11:00,D-7271,Laptop Charger,47.71,Garage,19.06,47.44,12,1.15,On
2024-02-07 19:37:00,D-1513,Smart Plug,3.64,Bathroom,26.27,37.32,68,0.5,Off
2024-08-17 05:12:00,D-1976,Air Conditioner,1163.33,Office,17.44,32.33,30,69.8,Off
2024-08-26 00:45:00,D-5461,Washing Machine,470.09,Bedroom,23.95,73.38,160,150.43,Off
2024-04-30 20:31:00,D-7565,TV,144.17,Bedroom,25.03,37.86,65,18.74,On
2024-05-30 22:00:00,D-4116,Refrigerator,234.3,Living Room,18.22,46.99,148,69.35,Off
2024-03-29 22:25:00,D-6041,Washing Machine,669.6,Kitchen,25.5,44.66,178,238.38,Off
2024-10-24 11:17:00,D-7842,TV,115.54,Kitchen,23.88,31.28,81,18.72,Off
2024-01-19 07:14:00,D-5590,Air Conditioner,1326.86,Bedroom,15.5,77.59,19,50.42,On
2024-10-14 05:20:00,D-6339,Air Conditioner,2148.15,Living Room,24.85,69.26,18,77.33,Off
2024-10-04 02:46:00,D-3931,Air Conditioner,1451.09,Garage,23.13,65.65,118,342.46,On
2024-07-05 17:29:00,D-6202,Laptop Charger,31.4,Living Room,17.77,53.22,75,4.71,Off
2024-01-15 03:02:00,D-1746,Smart Plug,6.83,Garage,24.37,73.64,19,0.26,Off
2024-12-04 09:08:00,D-3024,Air Conditioner,1800.73,Office,16.94,31.83,107,385.36,On
2024-03-13 02:33:00,D-8655,Smart Bulb,12.63,Garage,21.87,54.48,10,0.25,On
2024-01-13 20:28:00,D-8037,Air Conditioner,1711.13,Bedroom,27.3,75.07,156,533.87,Off
2024-01-15 21:42:00,D-4048,Heater,2457.7,Bedroom,18.31,54.6,16,78.65,On
2024-12-29 02:03:00,D-5640,TV,146.44,Garage,16.57,59.31,12,3.51,On
2024-03-31 05:23:00,D-9741,TV,103.09,Kitchen,27.7,63.75,152,31.34,Off
2024-01-14 19:22:00,D-3985,Smart Plug,5.38,Bathroom,27.03,34.52,96,1.03,On
2024-03-03 22:33:00,D-6135,TV,137.6,Bedroom,17.49,35.43,175,48.16,On
2024-09-16 06:58:00,D-2609,Smart Bulb,14.52,Office,15.09,47.95,17,0.49,On
2024-07-25 05:25:00,D-1083,Washing Machine,692.6,Garage,27.38,39.07,17,23.55,On
2024-12-21 18:38:00,D-7572,Air Conditioner,1460.29,Bedroom,15.64,67.11,99,289.14,On
2024-04-25 05:55:00,D-4063,TV,138.69,Garage,23.22,58.96,96,26.63,On
2024-01-23 14:28:00,D-1792,Washing Machine,498.5,Bedroom,24.89,49.32,146,145.56,Off
2024-12-02 21:26:00,D-7671,Ceiling Fan,88.52,Bathroom,22.18,50.96,141,24.96,On
2024-06-24 06:33:00,D-1232,Washing Machine,579.79,Office,27.73,49.98,5,5.8,On
2024-06-21 23:44:00,D-6654,Washing Machine,268.63,Living Room,22.72,34.24,160,85.96,On
2024-05-18 00:17:00,D-3229,Microwave,1328.83,Office,21.64,42.64,174,462.43,On
2024-04-25 03:20:00,D-8902,Smart Plug,2.59,Garage,25.91,73.98,127,0.66,On
2024-03-12 16:46:00,D-9307,Heater,2614.97,Kitchen,24.07,60.86,31,162.13,On
2024-11-05 23:06:00,D-9860,Smart Plug,5.79,Kitchen,27.92,61.29,74,0.86,On
2024-11-29 16:39:00,D-5819,TV,97.02,Bathroom,23.48,76.1,64,12.42,On
2024-10-03 15:56:00,D-6421,Smart Bulb,11.13,Bedroom,25.99,48.47,144,3.21,On
2024-10-01 20:33:00,D-2235,TV,67.58,Bedroom,26.14,54.95,57,7.7,On
2024-10-13 05:29:00,D-5080,Refrigerator,158.58,Bedroom,17.44,78.2,98,31.08,On
2024-10-06 08:03:00,D-3525,Smart Plug,5.7,Kitchen,22.6,69.03,167,1.9,On
2024-03-21 22:42:00,D-4361,Washing Machine,380.61,Office,24.29,43.72,53,40.34,On
2024-06-23 03:18:00,D-5342,Ceiling Fan,62.35,Garage,29.07,62.6,5,0.62,Off
2024-12-23 12:18:00,D-6306,Refrigerator,170.06,Living Room,27.74,43.7,55,18.71,Off
2024-11-11 12:18:00,D-6615,Washing Machine,644.78,Living Room,19.73,63.08,25,32.24,On
2024-12-25 15:03:00,D-3504,Laptop Charger,45.14,Garage,22.36,39.36,106,9.57,On
2024-07-05 18:46:00,D-5509,Microwave,1062.19,Bedroom,21.43,73.7,48,101.97,On
2024-05-27 20:00:00,D-2221,Refrigerator,221.79,Kitchen,18.06,69.9,101,44.8,On
2024-12-22 11:07:00,D-6185,Washing Machine,375.61,Bedroom,19.21,55.56,79,59.35,On
2024-05-13 03:33:00,D-8345,Laptop Charger,37.61,Office,29.91,39.01,62,4.66,On
2024-12-14 22:00:00,D-5171,Laptop Charger,67.86,Living Room,29.77,69.72,38,5.16,On
2024-01-04 03:09:00,D-6349,TV,67.5,Kitchen,15.66,66.74,132,17.82,Off
2024-06-15 13:34:00,D-5808,Microwave,1420.75,Bedroom,24.97,40.49,159,451.8,On
2024-02-20 05:04:00,D-3021,Heater,1652.55,Living Room,22.4,65.98,14,46.27,Off
2024-02-13 12:41:00,D-8370,Washing Machine,635.55,Garage,16.15,59.26,56,71.18,On
2024-11-12 06:46:00,D-6336,Smart Bulb,6.48,Kitchen,23.95,62.16,142,1.84,On
2024-03-23 11:16:00,D-5380,Washing Machine,462.86,Bathroom,15.27,61.74,23,21.29,Off
2024-06-04 02:56:00,D-8685,Washing Machine,517.05,Kitchen,19.53,79.84,54,55.84,On
2024-01-28 13:48:00,D-3408,Smart Plug,3.15,Bedroom,18.41,67.37,171,1.08,On
2024-08-21 06:59:00,D-9192,Air Conditioner,1643.77,Bedroom,19.78,68.94,19,62.46,Off
2024-08-10 02:58:00,D-7960,Washing Machine,534.86,Garage,27.63,55.88,115,123.02,On
2024-01-30 06:05:00,D-4841,Refrigerator,264.06,Kitchen,19.07,44.79,1,0.53,On
2024-03-28 06:00:00,D-8388,Microwave,1447.67,Office,15.34,58.29,99,286.64,On
2024-01-18 15:14:00,D-3439,TV,108.92,Bathroom,27.9,38.34,56,12.2,On
2024-05-22 08:39:00,D-6542,Air Conditioner,1772.21,Garage,16.16,32.25,31,109.88,On
2024-10-31 08:24:00,D-7326,Ceiling Fan,53.24,Bathroom,25.95,68.3,41,4.37,On
2024-12-20 03:17:00,D-4344,Refrigerator,294.08,Kitchen,27.07,56.64,162,95.28,On
2024-10-07 06:10:00,D-3127,Washing Machine,349.57,Garage,23.84,74.47,36,25.17,On
2024-09-16 05:17:00,D-8230,TV,120.64,Bathroom,18.27,56.15,54,13.03,Off
2024-08-22 06:50:00,D-7568,Laptop Charger,32.92,Bedroom,16.51,72.29,95,6.25,Off
2024-06-17 15:43:00,D-1458,Washing Machine,678.96,Bedroom,18.54,46.01,89,120.85,Off
2024-04-04 22:35:00,D-4894,Ceiling Fan,76.87,Garage,28.66,45.29,12,1.84,On
